timestamp_ms,round,phase,p1_health,p1_damage,p2_health,p2_damage
58000,0,battle,39.5,0.0,24.2,0.0
58100,0,battle,31.1,7.0,24.2,0.0
58200,0,battle,31.1,7.0,24.2,0.0
58300,0,battle,30.3,7.8,24.2,0.0
58400,0,battle,29.5,8.6,24.2,0.0
58500,0,battle,28.3,9.8,24.2,0.0
58600,0,battle,28.3,9.8,24.2,0.0
58700,0,battle,27.9,10.2,24.2,0.0
58800,0,battle,26.6,11.5,24.2,0.0
58900,0,battle,25.8,12.3,24.2,0.0
59000,0,battle,25.0,13.1,24.2,0.0
59100,0,battle,25.0,13.1,24.2,0.0
59200,0,battle,25.0,13.1,24.2,0.0
59300,0,battle,24.2,13.9,24.2,0.0
59400,0,battle,23.4,14.8,24.2,0.0
59500,0,battle,22.1,16.0,24.2,0.0
59600,0,battle,17.2,20.9,24.2,0.0
59700,0,battle,16.8,21.3,24.2,0.0
59800,0,battle,16.8,21.3,24.2,0.0
59900,0,battle,16.8,21.3,24.2,0.0
60000,0,battle,16.8,21.3,24.2,0.0
60100,0,battle,16.8,21.3,24.2,0.0
60200,0,battle,16.8,21.3,24.2,0.0
60300,0,battle,16.8,21.3,24.2,0.0
60400,0,battle,16.8,21.3,24.2,0.0
60500,0,battle,16.8,21.3,24.2,0.0
60600,0,battle,17.0,21.1,24.2,0.0
60700,0,battle,17.2,20.9,24.2,0.0
60800,0,battle,38.1,0.0,24.2,0.0
60900,0,battle,38.1,0.0,24.2,0.0
61000,0,battle,38.1,0.0,24.2,0.0
61100,0,battle,38.1,0.0,24.2,0.0
61200,0,battle,38.1,0.0,24.2,0.0
61300,0,battle,38.1,0.0,24.2,0.0
61400,0,battle,38.1,0.0,24.2,0.0
61500,0,battle,38.1,0.0,24.2,0.0
61600,0,battle,38.1,0.0,24.2,0.0
61700,0,battle,38.1,0.0,24.2,0.0
61800,0,battle,38.1,0.0,24.2,0.0
61900,0,battle,38.1,0.0,24.2,0.0
62000,0,intro,38.1,0.0,24.2,0.0
62100,0,battle,38.1,0.0,24.2,0.0
62200,0,intro,16.2,0.2,24.2,0.0
62300,0,battle,16.4,0.0,24.2,0.0
62400,0,battle,16.4,0.0,24.2,0.0
62500,0,battle,16.4,0.0,24.2,0.0
62600,0,battle,16.4,0.0,24.2,0.0
62700,0,battle,16.4,0.0,24.2,0.0
62800,0,battle,16.4,0.0,24.2,0.0
62900,0,battle,16.4,0.0,24.2,0.0
63000,0,battle,16.4,0.0,24.2,0.0
63100,0,battle,16.4,0.0,24.2,0.0
63200,0,battle,16.4,0.0,24.2,0.0
63300,0,battle,16.4,0.0,24.2,0.0
63400,0,battle,16.4,0.0,24.2,0.0
63500,0,battle,16.4,0.0,24.2,0.0
63600,0,battle,16.4,0.0,20.1,0.4
63700,0,battle,16.4,0.0,20.5,0.0
63800,0,battle,16.4,0.0,20.5,0.0
63900,0,battle,16.4,0.0,20.5,0.0
64000,0,battle,16.4,0.0,20.5,0.0
64100,0,battle,16.4,0.0,20.5,0.0
64200,0,battle,16.4,0.0,20.5,0.0
64300,0,battle,16.4,0.0,20.5,0.0
64400,0,battle,16.4,0.0,20.5,0.0
64500,0,battle,16.4,0.0,20.5,0.0
64600,0,battle,16.4,0.0,20.5,0.0
64700,0,battle,16.4,0.0,20.5,0.0
64800,0,battle,16.4,0.0,20.5,0.0
64900,0,battle,16.4,0.0,20.5,0.0
65000,0,battle,16.4,0.0,20.5,0.0
65100,0,battle,16.4,0.0,20.5,0.0
65200,0,battle,16.4,0.0,20.5,0.0
65300,0,battle,16.4,0.0,20.5,0.0
65400,0,battle,16.4,0.0,6.6,1.4
65500,0,battle,16.4,0.0,6.4,1.6
65600,0,battle,16.4,0.0,6.4,1.6
65700,0,battle,16.4,0.0,6.4,1.6
65800,0,battle,16.4,0.0,6.4,1.6
65900,0,battle,16.4,0.0,6.4,1.6
66000,0,battle,16.4,0.0,6.8,1.2
66100,0,battle,16.4,0.0,6.8,1.2
66200,0,battle,16.4,0.0,8.0,0.0
66300,0,battle,16.4,0.0,8.0,0.0
66400,0,battle,16.4,0.0,8.0,0.0
66500,0,battle,15.4,1.0,8.0,0.0
66600,0,battle,15.4,1.0,8.0,0.0
66700,0,battle,15.4,1.0,8.0,0.0
66800,0,battle,14.8,1.2,8.0,0.0
66900,0,battle,14.8,1.2,8.0,0.0
67000,0,battle,14.8,1.2,8.0,0.0
67100,0,battle,14.8,1.2,8.0,0.0
67200,0,battle,15.0,1.0,8.0,0.0
67300,0,battle,15.0,1.0,8.0,0.0
67400,0,battle,15.0,1.0,8.0,0.0
67500,0,battle,15.6,0.4,8.0,0.0
67600,0,battle,15.6,0.4,8.0,0.0
67700,0,battle,15.6,0.4,8.0,0.0
67800,0,battle,16.0,0.0,8.0,0.0
67900,0,battle,16.0,0.0,8.0,0.0
68000,0,battle,16.0,0.0,8.0,0.0
68100,0,battle,16.0,0.0,8.0,0.0
68200,0,battle,16.0,0.0,8.0,0.0
68300,0,battle,16.0,0.0,8.0,0.0
68400,0,battle,16.0,0.0,8.0,0.0
68500,0,battle,16.0,0.0,8.0,0.0
68600,0,battle,16.0,0.0,8.0,0.0
68700,0,battle,16.0,0.0,8.0,0.0
68800,0,battle,16.0,0.0,8.0,0.0
68900,0,battle,16.0,0.0,8.0,0.0
69000,0,battle,16.0,0.0,8.0,0.0
69100,0,battle,16.0,0.0,8.0,0.0
69200,0,battle,16.0,0.0,8.0,0.0
69300,0,battle,16.0,0.0,8.0,0.0
69400,0,battle,16.0,0.0,8.0,0.0
69500,0,battle,15.8,0.2,8.0,0.0
69600,0,battle,12.9,3.1,8.0,0.0
69700,0,battle,16.0,0.0,8.0,0.0
69800,0,battle,16.0,0.0,8.0,0.0
69900,0,battle,16.0,0.0,8.0,0.0
70000,0,battle,16.0,0.0,8.0,0.0
70100,0,intro,16.0,0.0,1.2,4.9
70200,0,battle,16.0,0.0,2.0,4.1
70300,0,round_start,16.0,0.0,6.1,0.0
70400,0,intro,16.0,0.0,4.1,2.0
70500,0,intro,16.0,0.0,1.6,4.5
70600,0,intro,16.0,0.0,2.5,3.7
70700,0,intro,16.0,0.0,1.2,4.9
70800,0,intro,16.0,0.0,1.2,4.9
70900,0,intro,16.0,0.0,1.0,4.9
71000,0,intro,16.0,0.0,1.0,4.9
71100,0,intro,16.0,0.0,1.0,4.9
71200,0,intro,16.0,0.0,1.4,4.5
71300,0,intro,16.0,0.0,1.4,4.5
71400,0,intro,16.0,0.0,1.4,4.5
71500,0,intro,16.0,0.0,1.4,4.5
71600,0,intro,16.0,0.0,1.0,4.9
71700,0,intro,16.0,0.0,1.0,4.9
71800,0,intro,16.0,0.0,1.0,4.9
71900,0,intro,16.0,0.0,1.0,4.9
72000,0,intro,16.0,0.0,1.0,4.9
72100,0,intro,16.0,0.0,1.0,4.9
72200,0,intro,16.0,0.0,1.0,4.9
72300,0,intro,16.0,0.0,1.0,4.9
72400,0,intro,16.0,0.0,1.0,4.9
72500,0,intro,16.0,0.0,1.0,4.9
72600,0,intro,16.0,0.0,1.0,4.9
72700,0,intro,16.0,0.0,1.0,4.9
72800,0,intro,16.0,0.0,1.0,4.9
72900,0,intro,16.0,0.0,1.0,4.9
73000,0,intro,16.0,0.0,1.0,4.9
73100,0,intro,16.0,0.0,1.4,4.5
73200,0,intro,16.0,0.0,1.0,4.9
73300,0,intro,16.0,0.0,1.4,4.5
73400,0,intro,16.0,0.0,1.0,4.9
73500,0,intro,16.0,0.0,1.4,4.5
73600,0,intro,16.0,0.0,1.2,4.5
73700,0,ko,16.0,0.0,0.8,4.9
73800,0,ko,16.0,0.0,0.8,4.9
73900,0,intro,16.0,0.0,1.0,4.7
74000,0,intro,16.0,0.0,1.2,4.5
74100,0,intro,16.0,0.0,1.6,4.1
74200,0,intro,16.0,0.0,5.7,0.0
74300,0,intro,16.0,0.0,5.7,0.0
74400,0,intro,16.0,0.0,5.7,0.0
74500,0,intro,16.0,0.0,5.7,0.0
74600,0,intro,16.0,0.0,5.7,0.0
74700,0,intro,16.0,0.0,5.7,0.0
74800,0,intro,16.0,0.0,5.7,0.0
74900,0,intro,16.0,0.0,5.7,0.0
75000,0,intro,16.0,0.0,5.7,0.0
75100,0,intro,16.0,0.0,5.7,0.0
75200,0,intro,16.0,0.0,5.7,0.0
75300,0,intro,16.0,0.0,5.7,0.0
75400,0,intro,16.0,0.0,5.7,0.0
75500,0,intro,16.0,0.0,5.7,0.0
75600,0,intro,16.0,0.0,5.7,0.0
75700,0,intro,16.0,0.0,5.7,0.0
75800,0,intro,16.0,0.0,5.7,0.0
75900,0,intro,16.0,0.0,5.7,0.0
76000,0,intro,16.0,0.0,5.7,0.0
76100,0,intro,16.0,0.0,5.7,0.0
76200,0,intro,100.0,0.0,100.0,0.0
